Tez No,Yazar,Yıl,Tez Adı,Üniversite,Dil,Tez Türü,Konu
496962,NESRİN ÇELİK,2018,Amiyotrofik lateral skleroz (ALS) hastalığının genetik ve klinik veri ilişkisinin veri madenciliği yöntemleri ile incelenmesi,Akdeniz Üniversitesi,Türkçe,Yüksek Lisans,Biyoistatistik = Biostatistics
510691,YASEMİN YAKUPOĞLU,2018,Eğitimsel veri madenciliği ve bir uygulaması,İstanbul Teknik Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
494325,İLHAN KOYUNCU,2018,Öğrencilerin PISA matematik başarılarının yordanmasında veri madenciliği yöntemlerinin karşılaştırılması,Hacettepe Üniversitesi,Türkçe,Doktora,Eğitim ve Öğretim = Education and Training
505271,EYÜB EKMEL SULAK,2018,Veri madenciliği yöntemi ile Türkiye\'nin makro ekonomik göstergelerinin tahmin edilmesi,Karabük Üniversitesi,Türkçe,Yüksek Lisans,Ekonomi = Economics
534879,BURCU KALE,2018,Veri madenciliği sınıflandırma algoritmaları ile e-posta önemliliğinin belirlenmesi,Çukurova Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics
532134,GİZEM DİLAN BOZTAŞ,2018,Sezaryen olgularında kullanılan anestezi yöntemlerinin veri madenciliği yöntemleri kullanılarak analizi,Atatürk Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
520126,ECE ALTINTAŞ,2018,Borsa İstanbul işletmelerinin (BIST) veri madenciliği ile kümelenmesi,Süleyman Demirel Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
514174,SEDA TUZCU,2018,Ders yönetim sistemi tabanlı veri madenciliği ve öğrenme analitiği,Eskişehir Osmangazi Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
522597,SEDA KILIÇER,2018,Veri madenciliği ile Türkiye\'deki ve Avrupa Birliği ülkelerindeki bilgisayar mühendisliği bölümleri ders içeriklerinin karşılaştırılması,İstanbul Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
507798,ARCA ÇAKMAKOĞLU,2018,Finans sektöründe veri madenciliği teknikleri kullanılarak kampanya modelleme,İstanbul Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
526552,DİLEM GÜNER,2018,Veri madenciliği yöntemi olarak bulanık mantık ile hava kalitesi değerlendirmesi - Ankara örneği,Gazi Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
501501,BANU AKKUŞ,2017,Veri madenciliği yöntemleri ile ülkeleri gelişmişlik ölçütlerine göre kümeleme üzerine bir uygulama,İstanbul Aydın Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
475824,ŞEMSETTİN ERKEN,2017,Veri madenciliği yöntemleri ve optimizasyona dayalı modeller üzerine bir araştırma ve bir uygulaması,Dokuz Eylül Üniversitesi,Türkçe,Yüksek Lisans,Ekonometri = Econometrics
463177,ZEYNEB AKDOĞAN,2017,Kalp yetersizliği olan hastaların hastaneye yeniden yatışı ile ilgili faktörlerin veri madenciliği teknikleri ile incelenmesi,Hacettepe Üniversitesi,Türkçe,Yüksek Lisans,Sağlık Kurumları Yönetimi = Health Care Management ; İşletme = Business Administration
476199,NUH MEHMET OSKAYBAŞ,2017,Kayseri\'de faaliyet gösteren bir işletmede satış verileri üzerine veri madenciliği uygulaması,Erciyes Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
483338,ONUR CAN,2017,Türkiye sağlık araştırmasının veri madenciliği teknikleri ile incelenmesi,Kafkas Üniversitesi,Türkçe,Yüksek Lisans,Sağlık Kurumları Yönetimi = Health Care Management ; İşletme = Business Administration
467560,ÖZGÜR AYDIN,2017,Elektronik harp ile toplanan verilerin veri madenciliği yöntemleri ile analiz edilmesi,Bahçeşehir Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
473687,İREM KAR,2017,Bulanık çıkarsama sistemleri ile veri madenciliği yöntemlerinin sınıflama performansının benzetim çalışması ile karşılaştırılması ve sağlık alanında uygulanması,Ankara Üniversitesi,Türkçe,Yüksek Lisans,Biyoistatistik = Biostatistics
479741,YEŞİM DURALOĞLU,2017,CRM alanında veri madenciliği uygulamaları,Ege Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics
470388,ŞENGÜL CAN,2017,Veri madenciliği ve eğitim sektöründe bir uygulama,Celal Bayar Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
462940,İLKİM ECEM EMRE,2017,Veri madenciliği ile çocukluk çağındaki akut romatizmal ateşin kalp hastalığına etkilerinin analizi,İstanbul Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases
472942,ERTAN CAN,2017,Temel eğitimden ortaöğretime geçiş sınavı kazanımlarının veri madenciliği yöntemleri ile değerlendirilmesi,Afyon Kocatepe Üniversitesi,Türkçe,Yüksek Lisans,Eğitim ve Öğretim = Education and Training
492026,İNANÇ KABASAKAL,2017,Müşteri yaşam boyu değeri endeksi ve veri madenciliğine dayalı bir karar destek modeli: Bir firma uygulaması,Ege Üniversitesi,Türkçe,Doktora,İşletme = Business Administration
497490,ALİ ŞAŞAR,2017,Diyabet hastalarındaki hba1c parametresine etki eden faktörlerin veri madenciliği yöntemleri ile tahmin edilmesi,Muğla Sıtkı Koçman Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
462935,AKİF EMRE KUTLU,2017,Kortikal nicel duyusal testler arasındaki bağıntıların veri madenciliği yöntemleriyle analizi,İstanbul Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
484324,SENİHA GÜNDÜZ,2017,Veri madenciliğinde kullanılan birliktelik analizi ve market sepet analizi: Bir uygulama,Ondokuz Mayıs Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics
484260,SONER KIZILOLUK,2017,Fizik tabanlı yeni hibrit optimizasyon algoritmalarının geliştirilmesi ve veri madenciliğinde uygulamaları,Fırat Üniversitesi,Türkçe,Doktora,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
495849,NİSA SELCAN DEĞER,2017,Sosyal medya mesajlarında veri madenciliği ile duygu analizi,İstanbul Üniversitesi,Türkçe,Doktora,İşletme = Business Administration
480636,MUSA YILMAZ,2017,Hayvancılıkta kullanılan farklı veri madenciliği algoritmalarının karşılaştırılması,Iğdır Üniversitesi,Türkçe,Yüksek Lisans,Ziraat = Agriculture
479844,GÖKHAN TUNA,2017,Türkiye\'de meydana gelen iş kazalarının veri madenciliği kümeleme modelinde graf teori ile analizi,Gazi Üniversitesi,Türkçe,Doktora,Kazalar = Accidents ; Matematik = Mathematics
486838,BURAK AYDEMİR,2017,Veri madenciliği yöntemleri kullanarak meslek yüksek okulu öğrencilerinin akademik başarı tahmini,Pamukkale Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
475495,DİLARA YİĞİT,2017,"Müşteri ilişkileri yönetimi, veri madenciliğinin müşteri ilişkileri yönetiminde kullanımı ve bir uygulama",Galatasaray Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
495342,TUĞBA VURAL,2017,Veri madenciliği kullanılarak mikrodalga verileri ile beyindeki kitlesel lezyonların teşhisi,Yıldız Teknik Üniversitesi,Türkçe,Yüksek Lisans,Matematik = Mathematics
477622,AYHAN YANGIN,2017,Yapay sinir ağı teknikleri kullanarak eğitim yayıncılığı sektöründe veri madenciliği,İstanbul Aydın Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
488033,HİKMET CANLI,2017,Otomotiv sektöründe kalite kotrol sürecinde veri madenciliği yöntemleri ile karar destek sistemi uygulaması,Düzce Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
461788,ÖZLEM HACIOSMANOĞLU,2017,Müşteri analizinde veri madenciliği kullanımı ve bir uygulama,Beykent Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
462354,AHMET BOYACI,2017,Öğretmenlerin algılanan örgütsel destek ve örgütsel özdeşleme düzeylerinin veri madenciliği ile analizi,Hitit Üniversitesi,Türkçe,Yüksek Lisans,Eğitim ve Öğretim = Education and Training ; İşletme = Business Administration
486172,ÖZLEM ALPAY,2017,Ekonomi haberlerinin  BİST 100 Endeksine etkisinin  veri madenciliği ile incelenmesi,Fırat Üniversitesi,Türkçe,Yüksek Lisans,Bilim ve Teknoloji = Science and Technology ; Ekonomi = Economics
486691,MUHAMMET ALİ ALTINIŞIK,2017,Türkiye\'de mobil veri kullanımının veri madenciliğinde kullanılan algoritmalar ile analizi,Maltepe Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
452210,ÖZGE UYUMAZ,2017,Bankacılık sektöründe pazarlama stratejilerinin belirlenmesinde sınıflandırma ve veri madenciliği,Beykent Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
476666,AYTUN ONAY,2017,Veri madenciliği teknikleri kullanarak bir ilaç sınıflandırma çatısı gerçekleştirimi,TOBB Ekonomi ve Teknoloji Üniversitesi,Türkçe,Doktora,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
480764,SAİT UĞUR GÜLTEKİN,2017,Veri madenciliği:Yapay sinir ağı ve doğrusal regresyon yöntemleri ile fiyat tahmini,Pamukkale Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
465358,BEGÜM ÇIĞŞAR,2017,Kredi risklerinde veri madenciliği sınıflandırma algoritmaları,Çukurova Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics
524839,SEÇİL ŞEKERCİ HÜSEM,2017,Veri madenciliği teknikleriyle Türkçe web sayfalarının kategorize edilmesi,Fatih Sultan Mehmet Vakıf Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
497559,ABDULLAH RAGIP ERSÖZ,2017,Eğitsel veri madenciliği ile öğrenci profillerinin belirlenmesi,Uludağ Üniversitesi,Türkçe,Yüksek Lisans,Eğitim ve Öğretim = Education and Training
467650,MÜMİN YILDIZ,2017,Telekomünikasyon sektöründe müşteri sadakatinin veri madenciliği teknikleriyle modellenmesi,Yıldız Teknik Üniversitesi,Türkçe,Yüksek Lisans,Mühendislik Bilimleri = Engineering Sciences
486674,KAMİL BALIKÇI,2017,Bankacılık sektöründe müşterilerin davranışsal segmentasyonu için bir veri madenciliği uygulaması,Maltepe Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
461699,GÖKÇE KARAHAN ADALI,2017,Veri madenciliğinde birliktelik yöntemleri ve müşteri ilişkileri yönetimine ilişkin bir uygulama,İstanbul Üniversitesi,Türkçe,Doktora,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Bilim ve Teknoloji = Science and Technology
509298,HAKAN KÖR,2017,Bulut Tabanlı Çevrimiçi Öğrenme Ortamında Etkinlik Öneri Sistemi Tasarımı: Eğitimsel Veri Madenciliği Uygulaması,Kırıkkale Üniversitesi,Türkçe,Doktora,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
474016,ŞEYMA YAMAN,2017,"Proteinlerin yapısal özelliklerinin ve dinamik davranışlarının veri madenciliği, bilgisayar grafikleri, web teknolojileri kullanılarak analiz edilmesini ve görselleştirilmesini sağlayacak platform bağımsız web-uygulaması geliştirilmesi",Gaziantep Üniversitesi,Türkçe,Yüksek Lisans,Biyoteknoloji = Biotechnology ; Tıbbi Biyoloji = Medical Biology
482406,İSMET BİRBİÇER,2017,Veri madenciliğinde modele dayalı kümeleme analizi,Çukurova Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics
488182,OSMAN ÇÖREKCİ,2017,Veri madenciliğinde kümeleme analizi ve hibrit verilerin kümelenmesi üzerine bir algoritma,Yıldız Teknik Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Bilim ve Teknoloji = Science and Technology
522475,MELDA KOKOÇ,2017,Acil servis yerleşim planlamasında veri madenciliği yaklaşımı: Kırıkkale Üniversitesi Tıp Fakültesi Hastanesi\'nde bir uygulama,Kırıkkale Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
477214,GAMZE YILDIZ ERDURAN,2017,Online müşteri şikayetlerinin veri madenciliği ile incelenmesi,Trakya Üniversitesi,Türkçe,Doktora,İşletme = Business Administration
461779,ÖZLEM ODABAŞ,2017,Veri madenciliği teknikleri ile telekom sektöründe ayrılan müşteri analizi,İstanbul Ticaret Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
449444,MERVE ORAKCI,2017,Veri madenciliği ve makine öğrenmesi kullanılarak suç analizi,Gazi Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
467561,SEMRA YALÇINTEPE,2017,Veri madenciliği yöntemleriyle gübre talep tahminleme,Bahçeşehir Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; İstatistik = Statistics
486677,ESİN ERGUVAN ETGİN,2017,Zaman serilerinde veri madenciliği öngörü algoritmalarının etkinlik ve verimliliğinin BIST100 hisse senetleri üzerinde gerçeklenmesi,Maltepe Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
437133,ÇAĞLA AKDEMİR,2016,Hilenin veri madenciliği ile ortaya çıkartılması ve perakende sektöründe bir uygulama,Marmara Üniversitesi,Türkçe,Doktora,İşletme = Business Administration
444175,FERİDUN CEMAL ÖZÇAKIR,2016,Mikroblog hizmetlerindeki örtük bilginin veri madenciliği teknikleri ile keşfi,İstanbul Üniversitesi,Türkçe,Doktora,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
434077,ALİ BAYIR,2016,Türkiye\'deki seçmen eğilimlerinin veri madenciliği yöntemleri ile belirlenmesi ve bir uygulama,İstanbul Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Bilim ve Teknoloji = Science and Technology ; Siyasal Bilimler = Political Science
449260,ALİ ALSAÇ,2016,RFID sistemleri ve veri madenciliği yöntemleri kullanılarak depo yönetimi ve sağlık sektöründe bir uygulama,Kocaeli Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
446914,GÖRKEM SARIKAYA,2016,Veri madenciliğine dayalı akıllı fon portföy optimizasyon sistemi,Başkent Üniversitesi,Türkçe,Doktora,İşletme = Business Administration
425715,GÜRKAN MOCAN,2016,Perakendecilikte veri madenciliği uygulamaları ve sorunları,Yıldız Teknik Üniversitesi,Türkçe,Yüksek Lisans,Bilim ve Teknoloji = Science and Technology ; Matematik = Mathematics ; İstatistik = Statistics
440584,UĞUR ERCAN,2016,Veri madenciliği ile hanehalkı yağ tüketiminin modellenmesi,Akdeniz Üniversitesi,Türkçe,Doktora,Ekonometri = Econometrics
449440,MEHMET İBRAHİM TALAN,2016,Veri madenciliği ile karpal tünel sendromuna yönelik ön tanı destek ve hasta takip sisteminin geliştirilmesi,Gazi Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
438914,BURAK GÜLMEZ,2016,Yapay sinir ağlarının yeni metasezgisel algoritmalar ile eğitimi ve veri madenciliğinde sınıflandırma alanında kullanımı,Erciyes Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
441598,DİLAYLA BAYYURT,2016,Veri madenciliği teknikleri ile üniversite öğrencilerinin seçmeli ders eğilimlerine ilişkin veri desenlerinin belirlenmesi: Ekonometri bölümü öğrencileri üzerine bir uygulama,Dokuz Eylül Üniversitesi,Türkçe,Yüksek Lisans,Ekonometri = Econometrics
418777,ŞEBNEM ÖZDEMİR,2016,Eğitimde veri madenciliği ve öğrenci akademik başarı öngörüsüne ilişkin bir uygulama,İstanbul Üniversitesi,Türkçe,Doktora,Bilim ve Teknoloji = Science and Technology ; Eğitim ve Öğretim = Education and Training ; İstatistik = Statistics
453878,BATUHAN BAKIRARAR,2016,Sağlık alanında büyük veri ve veri madenciliği yöntemlerinin kullanımı,Ankara Üniversitesi,Türkçe,Yüksek Lisans,Biyoistatistik = Biostatistics
450617,MEHMET UMUT SALUR,2016,Büyük veri araçlarından Hadoop kullanarak veri madenciliği,Pamukkale Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
436163,YUNUSCAN KOÇAK,2016,Veri madenciliği tekniklerini kullanarak sosyal ağ tabanlı sınıflandırıcı geliştirilmesi,TOBB Ekonomi ve Teknoloji Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
