Tez No,Yazar,Yıl,Tez Adı,Üniversite,Dil,Tez Türü,Konu
315202,MUSTAFA KORAY AYTEKİN,2012,Vekil sunucu verisi üzerinde veri madenciliği ile kullanıcı sorguları kümelemesi,Maltepe Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
301598,ABDULLAH ALPHAN ARSLAN,2012,Türkçe metinlerden anlamsal bilgi çıkarımı için bir veri madenciliği uygulaması,Başkent Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
326782,EBRU YILMAZ,2012,İstatiksel analiz yöntemi olarak veri madenciliğinde CHAID algoritmasi ve Türkiye\'de işgücü piyasasinin durumunun ve bunun nedenlerinin belirlenmesine ilişkin bir uygulama,Yıldız Teknik Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics ; İşletme = Business Administration
327850,LEVENT BORAN,2012,Veri madenciliğinin Türk işletmelerin finansal tablolarına uygulanması ve uygulama örneği,Marmara Üniversitesi,Türkçe,Doktora,İşletme = Business Administration
318330,OĞUZ POYRAZ,2012,Tıp \'da veri madenciliği uygulamaları: Meme kanseri veri seti analizi,Trakya Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Biyoistatistik = Biostatistics
442397,MURAT AKIN,2012,Kanserli hücrelerin mikroarray gen ifadelerinin incelenmesi ve veri madenciliği yöntemleri kullanarak sınıflandırılması,Gazi Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
330849,HÜSEYİN TURGUT,2012,Veri madenciliği süreci kullanılarak alzheimer hastalığı teşhisine yönelik bir uygulama,Süleyman Demirel Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Bilim ve Teknoloji = Science and Technology ; Nöroloji = Neurology
303756,CEMİL KUZEY,2012,Veri madenciliğinde destek vektör makinaları ve karar ağaçları yöntemlerini kullanarak bilgi çalışanlarının kurum performansı üzerine etkisinin ölçülmesi ve bir uygulama,İstanbul Üniversitesi,Türkçe,Doktora,İşletme = Business Administration
309681,SEDAT ATEŞ,2012,Mikroekranlı hatların veri madenciliği yöntemleri ile modellenmesi,Süleyman Demirel Üniversitesi,Türkçe,Yüksek Lisans,Elektrik ve Elektronik Mühendisliği = Electrical and Electronics Engineering
344027,YUNUS KÖKVER,2012,Veri madenciliğinin nefroloji alanına uygulanması,Kırıkkale Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
334825,HATİCE ÇATALOLUK,2012,Gerçek tıbbi veriler üzerinde veri madenciliği yöntemlerini kullanarak hastalık teşhisi,Bilecik Şeyh Edebali Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Bilim ve Teknoloji = Science and Technology ; Mühendislik Bilimleri = Engineering Sciences
326939,EMRE YAKUT,2012,Veri madenciliği tekniklerinden C5.0 algoritması ve destek vektör makineleri ile yapay sinir ağlarının sınıflandırma başarılarının karşılaştırılması: İmalat sektöründe bir uygulama,Atatürk Üniversitesi,Türkçe,Doktora,İstatistik = Statistics ; İşletme = Business Administration
322552,FERHAT BOZKURT,2012,Mekânsal-zamansal veri madenciliği yörüngelerin durma ve hareket algoritmaları,Atatürk Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
321573,MEHMET ULVİ ŞİMŞEK,2012,Sosyal ağlarda veri madenciliği üzerine bir uygulama,Gazi Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
325108,ABDULLAH AKGÜN,2012,Seyahat acentalarında veri madenciliği: Antalya bölgesinde bir uygulama,Akdeniz Üniversitesi,Türkçe,Yüksek Lisans,Turizm = Tourism
300436,İDRİS GÖKSU,2012,Web tabanlı öğrenme ortamında veri madenciliğine dayalı öğrenci değerlendirmesi,Fırat Üniversitesi,Türkçe,Yüksek Lisans,Bilim ve Teknoloji = Science and Technology ; Eğitim ve Öğretim = Education and Training
326726,MEHMET TAŞDEMİR,2012,Veri madenciliği: Öğrenci başarısına etki eden faktörlerin regresyon analizi ile tespiti,Dicle Üniversitesi,Türkçe,Yüksek Lisans,Eğitim ve Öğretim = Education and Training ; İşletme = Business Administration
341172,HÜLYA TAVACI,2011,GSM şebekelerinde sahtekarlık yönetimi için veri madenciliği yöntemlerinin uygulanması,Bahçeşehir Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
294707,HÜSEYİN SÜRÜCÜ,2011,Mukayeseli Hukukta örgütlü suçlarla mücadele için istihbarat odaklı kolluk anlayışı çerçevesinde veri madenciliğinin önemi,Harp Akademileri Komutanlığı,Türkçe,Yüksek Lisans,Kamu Yönetimi = Public Administration ; Uluslararası İlişkiler = International Relations
283421,FATMA SİBEL BIRTIL,2011,Kız meslek lisesi öğrencilerinin akademik başarısızlık nedenlerinin veri madenciliği tekniği ile analizi,Afyon Kocatepe Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Eğitim ve Öğretim = Education and Training
280401,YUNUS KILIÇ,2011,Finansal başarısızlık tahmininde veri madenciliğinin kullanılması: İMKB\'de bir uygulama,Gaziantep Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
304775,FAHRETTİN CEVAHİR,2011,Bir perakende firmasına ait veriler üzerinden veri madenciliği uygulaması,Mimar Sinan Güzel Sanatlar Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics
285479,SERKAN SAVAŞ,2011,GSM şebekelerinin performanslarının veri madenciliği ile analizi,Gazi Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; İletişim Bilimleri = Communication Sciences
300032,FATMA TURNA,2011,Veri madenciliği teknikleriyle tramvay arıza kayıtlarından kural çıkarımı,Erciyes Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering ; Ulaşım = Transportation
302517,UFUK EKİM,2011,Veri madenciliği algoritmalarını kullanarak öğrenci verilerinden birliktelik kurallarının çıkarılması,Selçuk Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
280805,EROL TUTAL,2011,Veri madenciliği teknikleri ile döviz kuru tahmini,Gebze Yüksek Teknoloji Enstitüsü,Türkçe,Yüksek Lisans,İşletme = Business Administration
305336,TUNCAY ÖZCAN,2011,Perakende endüstrisinde raf alanı yönetimine veri madenciliği esaslı analitik bir yaklaşım,İstanbul Üniversitesi,Türkçe,Doktora,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
309250,ZEHRA KARAPINAR ŞENTÜRK,2011,Veri madenciliği ile kanser tanısı,Düzce Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Mühendislik Bilimleri = Engineering Sciences ; İstatistik = Statistics
304788,GÜLSER DONDURMACI,2011,Veri madenciliği nde regresyon ağaçları ile sınıflandırma ve bir uygulama,Mimar Sinan Güzel Sanatlar Üniversitesi,Türkçe,Doktora,İstatistik = Statistics
295890,AFAN HASAN,2011,Havayolu şirketlerinde müşteri ilişkileri yönetimini (CRM) desteklemek ve müşteri sadakatini değerlendirmek için veri madenciliğinin kullanılması,Yıldız Teknik Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
295839,ÖZGÜR SARIHAN,2011,Dinamik veritabanlarında veri madenciliği ve anlamsal sorgu eniyilemesi,Yıldız Teknik Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Bilim ve Teknoloji = Science and Technology
307439,HARUN BAYER,2011,Veri madenciliğinde bir metin madenciliği uygulaması,Beykent Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
270045,ÖZAL YILDIRIM,2010,Veri madenciliği yöntemleriyle depremlerin analizi,Fırat Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Mühendislik Bilimleri = Engineering Sciences
271548,DERYA ŞAHİN,2010,Rotalama probleminin veri madenciliği ile çözümü,Gebze Yüksek Teknoloji Enstitüsü,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Bilim ve Teknoloji = Science and Technology
275428,CENGİZ COŞKUN,2010,Veri madenciliği algoritmaları karşılaştırılması,Dicle Üniversitesi,Türkçe,Yüksek Lisans,Matematik = Mathematics
274764,BURCU ÇARKLI,2010,Sağlık sektöründe apriori algoritması ile bir veri madenciliği uygulaması,Sakarya Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
269710,YUNUS YESARİ ALTINTAŞ,2010,Veri madenciliğinin tıpta kullanımı ve bir uygulama: Hemodiyaliz hastaları için risk seviyelerine göre risk faktörlerinin etkileşimlerinin incelenmesi,Gazi Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
293982,SONGÜL ŞEKEROĞLU,2010,Hizmet sektöründe bir veri madenciliği uygulaması,İstanbul Teknik Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering ; Mühendislik Bilimleri = Engineering Sciences
275964,KAZIM YILDIZ,2010,Veri madenciliğinde yüksek boyutlu veriler ile uygulama,Marmara Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
253796,GÖKHAN BİLEKDEMİR,2010,Veri madenciliği tekniklerini kullanarak üretim süresi tahmini ve bir uygulama,Dokuz Eylül Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
271581,BURCU YILMAZ ŞENSOY,2010,Çizge tabanlı örneklerde kullanıcı destekli veri madenciliği,Gebze Yüksek Teknoloji Enstitüsü,Türkçe,Doktora,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
265125,SAMİYE EKİM,2010,Banka etkinliği ve finansal performans ilişkisi : Türk bankacılık sektöründe veri madenciliği uygulaması,Gaziantep Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
285484,SERDAR KÜRŞAT SARIKOZ,2010,Veri madenciliği yöntemleri ile spam filtreleme,Gazi Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
247693,MUHAMMET AKMAN,2010,Veri madenciliğine genel bakış ve Random Forests yönteminin incelenmesi: Sağlık alanında bir uygulama,Ankara Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Biyoistatistik = Biostatistics
270157,FATMA MELTEM KOCABAŞ,2010,Veri madenciliği süreci ve gerçek bir veri seti üzerinde uygulanması,Hacettepe Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics
266135,SÜLEYMAN ZAFER SEVER,2010,Yoğunluk tabanlı kümeleme metodları kullanılarak paralel veri madenciliği gerçekleştirilmesi,Maltepe Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
303411,MEHMET KIVRAK,2010,Veri madenciliği yöntemleri ve bir uygulama,Yüzüncü Yıl Üniversitesi,Türkçe,Yüksek Lisans,Biyoistatistik = Biostatistics
287468,ELMAS YILDIZ,2010,Veri madenciliği teknikleriyle saldırı tespiti ve bir uygulama,Gazi Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Bilim ve Teknoloji = Science and Technology ; Teknik Eğitim = Technical Education
280533,ÖMER UÇAN,2010,Dijital kütüphanelerde veri madenciliği uygulamaları: Akdeniz Üniversitesi Merkez Kütüphanesi örneği,Akdeniz Üniversitesi,Türkçe,Yüksek Lisans,Bilgi ve Belge Yönetimi = Information and Records Management ; İşletme = Business Administration
275300,GÜRLER GÜLÇE,2010,Veri ambarı ve veri madenciliği teknikleri kullanılarak öğrenci karar destek sistemi oluşturma,Pamukkale Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
292392,YILDIZ KOÇTÜRK,2010,Veri madenciliğinde bağlılık,İstanbul Teknik Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
274947,ORÇUN KÜÇÜKOĞLU,2010,Veri madenciliği yöntemlerinin hayvancılıkta kullanımı,Çanakkale Onsekiz Mart Üniversitesi,Türkçe,Yüksek Lisans,Biyoistatistik = Biostatistics
364114,ERKAN KARACA,2010,Uçak kaza ve olaylarının veri madenciliği yöntemiyle analiz edilmesi,Hava Harp Okulu Komutanlığı,Türkçe,Yüksek Lisans,Bilim ve Teknoloji = Science and Technology ; Kazalar = Accidents ; İstatistik = Statistics
303522,FATİH ÇİL,2010,Banka yatırım fonu müşteri hareketlerinin belirlenmesine yönelik bir veri madenciliği uygulaması,Gazi Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
269275,ALİ CENK GÜLCE,2010,Veri madenciliğinde apriori algoritması ve apripori algoritmasının farklı veri kümelerinde uygulanması,Trakya Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
271512,UĞUR KAVZA,2010,Veri madenciliğinde mahremiyetin sağlanması,Gebze Yüksek Teknoloji Enstitüsü,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
269750,BETÜL DEMİREL,2010,Veri madenciliğinde chaid algoritmasının sosyal güvenlik kurumu veri tabanına uygulanması,Gazi Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics
250551,SEZGİN IRMAK,2009,Veri madenciliği yöntemleri ile sağlık sektörü veritabanlarında bilgi keşfi: Tanımlayıcı ve kestirimci model uygulamaları,Akdeniz Üniversitesi,Türkçe,Doktora,Hastaneler = Hospitals ; Sağlık Kurumları Yönetimi = Health Care Management ; İşletme = Business Administration
263515,İSMAİL KIŞLAK,2009,Veri madenciliği yöntemi ile Türkiye\'deki hava kirliliği durum analizi,Abant İzzet Baysal Üniversitesi,Türkçe,Yüksek Lisans,Kamu Yönetimi = Public Administration ; İşletme = Business Administration
245306,İBRAHİM ŞİŞANECİ,2009,Sağlık sisteminde veri madenciliği ile suistimal tespiti,Gebze Yüksek Teknoloji Enstitüsü,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Mühendislik Bilimleri = Engineering Sciences ; Sağlık Kurumları Yönetimi = Health Care Management
268210,ÖNER ÇELİK,2009,Belirli periyotlarda atmlerdeki para talebinin belirlenmesinde veri madenciliğinin kullanılması,Sakarya Üniversitesi,Türkçe,Yüksek Lisans,Bankacılık = Banking ; Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
268209,MUHAMMED ALİ YAVUZ,2009,Kaçak su kullanımının tespitinde veri madenciliği yaklaşımı,Sakarya Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
252322,DUYGU MUSLU,2009,Sigortacılık sektöründe risk analizi: Veri madenciliği uygulaması,İstanbul Teknik Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
259658,MELEK ÇELİK,2009,Bir otomotiv yan sanayi kuruluşunda veri madenciliği uygulaması,Uludağ Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
232763,SEMİYE GÖNÜLOL,2009,Gezgin satıcı problemi için veri madenciliği tabanlı sezgisel bir yaklaşım,Kocaeli Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
233733,HAMDİ BİLEN,2009,Bankacılık sektöründe personel seçimi ve performans değerlendirilmesine ilişkin veri madenciliği uygulaması,Gazi Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
259476,AHMET CİHAN,2009,Pozitif ve negatif ilişkilerin veri madenciliğiyle belirlenmesine yönelik bir model,Kocaeli Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
240788,ESRA KAHYA ÖZYİRMİDOKUZ,2009,Veri madenciliği tekniklerini kullanarak imalat verilerinin modellenmesi ve analizi,Erciyes Üniversitesi,Türkçe,Doktora,İşletme = Business Administration
268169,NURULLAH CELAL USLU,2009,Veri madenciliği ile bilgisayar ağlarında yeni bir saldırı tespit algoritması,Gazi Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
258753,MOHAMMAD TAGHİ SATTARİ,2009,Eleviyan sulama rezervuarında veri madenciliği yaklaşımları ile işletme kurallarının belirlenmesi,Ankara Üniversitesi,Türkçe,Doktora,Ziraat = Agriculture
244846,AHMET SELMAN BOZKIR,2009,OLAP ve veri madenciliği teknolojilerinden yararlanılarak web tabanlı bir karar destek sisteminin gerçekleştirilmesi,Hacettepe Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Mühendislik Bilimleri = Engineering Sciences ; İstatistik = Statistics
231614,ENGİN KÜÇÜKSİLLE,2009,Veri madenciliği süreci kullanılarak portföy performansının değerlendirilmesi ve İMKB hisse senetleri piyasasında bir uygulama,Süleyman Demirel Üniversitesi,Türkçe,Doktora,İşletme = Business Administration
244984,SARA FARBOUDİ,2009,Tıp bilişiminde istatistiksel veri madenciliği,Hacettepe Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics
256675,KEREM ÜÇGÜN,2009,Orta öğretim okulları için öğrenci otomasyonu tasarımı ve öğrenci verileri üzerine veri madenciliği uygulamaları,Marmara Üniversitesi,Türkçe,Yüksek Lisans,Eğitim ve Öğretim = Education and Training ; Teknik Eğitim = Technical Education
240365,KUBİLAY KARAKUŞ,2009,Veri madenciliği teknikleri ile mobil telekom sektöründe müşterilerın kredi skorlamasına ilişkin istatistiksel bir analiz,Marmara Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics ; İşletme = Business Administration
246131,FEYZA GÜRBÜZ,2009,Havacılık sektöründe veri madenciliği ile farklı sınıflandırma tekniklerinin karşılaştırmalı olarak uygulanması,Erciyes Üniversitesi,Türkçe,Doktora,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering ; Makine Mühendisliği = Mechanical Engineering
245259,MUHAMMET ÇETİN,2009,Bir üretim işletmesinde veri madenciliği uygulaması,Sakarya Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
261854,MİNE ÇELİK,2009,Veri madenciliğinde kullanılan sınıflandırma yöntemleri ve bir uygulama,İstanbul Üniversitesi,Türkçe,Yüksek Lisans,Ekonometri = Econometrics ; İstatistik = Statistics
239627,TUĞBA EKİNCİ,2009,Veri madenciliği ve telekomünikasyon sektöründe uygulaması,Celal Bayar Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
261705,M. FEVZİ ESEN,2009,Veri tabanlarından bilgi keşfi: Veri madenciliği ve bir sağlık uygulaması,İstanbul Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics ; İşletme = Business Administration
245339,DERYA AY,2009,Veri madenciliği ve Apriori algoritması ile süpermarket analizi,Sakarya Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
216071,EVREN ARSLAN,2008,EMG işaretlerinin incelenmesi ve veri madenciliği uygulaması,Sakarya Üniversitesi,Türkçe,Yüksek Lisans,Biyomühendislik = Bioengineering ; Elektrik ve Elektronik Mühendisliği = Electrical and Electronics Engineering ; Nöroloji = Neurology
221364,YASEMİN KOLDERE AKIN,2008,Veri madenciliğinde kümeleme algoritmaları ve kümeleme analizi,Marmara Üniversitesi,Türkçe,Doktora,İstatistik = Statistics
178385,AYŞE ONAT,2008,Veri madenciliğinin web tabanlı uygulamalarda insan uyumluluklarının tesbiti üzerine bir çalışma,Selçuk Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
216012,MEHMET ALBAYRAK,2008,EEG sinyallerindeki epileptiform aktivitenin veri madenciliği süreci ile tespiti,Sakarya Üniversitesi,Türkçe,Doktora,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Elektrik ve Elektronik Mühendisliği = Electrical and Electronics Engineering ; Teknik Eğitim = Technical Education
237129,SİNAN ATASEVEN,2008,Üniversitelerin adaylar tarafından tercih edilme desenlerini veri madenciliği yöntemleri ile belirleyen bir model önerisi,İstanbul Kültür Üniversitesi,Türkçe,Yüksek Lisans,Matematik = Mathematics
212698,EMEL KIZILKAYA AYDOĞAN,2008,Veri madenciliğinde sınıflandırma problemleri için evrimsel algoritma tabanlı yeni bir yaklaşım: Rough-Mep algoritması,Gazi Üniversitesi,Türkçe,Doktora,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
232074,TOLGA BERBEROĞLU,2008,Gizliliği koruyan bulanık veri madenciliği yöntemlerinin geliştirilmesi,Fırat Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
227101,NUR KARADENİZ,2008,Müşteri ilişkileri yönetimi açısından veri madenciliği yöntemi ve hizmet sektörü üzerine bir uygulama,Marmara Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics
220262,ESİN CUMHUR YALÇIN,2008,Proses iyileştirme çalışmalarında veri madenciliği yaklaşımının kullanılması üzerine bir çalışma,Dokuz Eylül Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics
177395,LEVENT TERLEMEZ,2008,Eş işlem stratejisi yöntemiyle İMKB\'de portföy oluşturmada veri madenciliği uygulaması,Anadolu Üniversitesi,Türkçe,Doktora,İstatistik = Statistics
226629,ÖZGÜR ÇAKIR,2008,Veri madenciliğinde sınıflandırma yöntemlerinin karşılaştırılması \'bankacılık müşteri veri tabanı üzerinde bir uygulama\',Marmara Üniversitesi,Türkçe,Doktora,İşletme = Business Administration
213549,AYHAN DÖŞLÜ,2008,Veri madenciliğinde market sepet analizi ve birliktelik kurallarının belirlenmesi,Yıldız Teknik Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
216016,FATİH ŞEN,2008,Veri madenciliği ile birliktelik kurallarının bulunması,Sakarya Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
223950,AHMET CÜNEYT BAYSAL,2008,Bayi değerlendirmesi için veri madenciliği uygulaması,İstanbul Teknik Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
261631,AYŞEGÜL EZERÇE,2008,Müşteri ilişkileri yönetimi (CRM) ve veri madenciliği (data mining): Tekstil sektöründe bir uygulama,İstanbul Üniversitesi,Türkçe,Yüksek Lisans,İşletme = Business Administration
213260,ÜNAL ARAS,2008,Finansal veri madenciliği,Yıldız Teknik Üniversitesi,Türkçe,Yüksek Lisans,Bankacılık = Banking ; Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
246677,ZEYNEP SEÇİL DÖNMEZ,2008,Bayi performans değerlendirmesinde bir veri madenciliği uygulaması,İstanbul Teknik Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
237290,BURÇİN DEMİREL,2008,Meme kanseri tedavi yöntemlerinin veri madenciliği ile belirlenmesi,Süleyman Demirel Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Bilim ve Teknoloji = Science and Technology ; Biyoteknoloji = Biotechnology
237170,METİN VATANSEVER,2008,Görsel veri madenciliği tekniklerinin kümeleme analizlerinde kullanımı ve uygulanması,Yıldız Teknik Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics
224090,HÜSEYİN AKTÜRK,2008,Borsa ve döviz verileri üzerinde veri madenciliği teknolojisini kullanarak zarar riskini azaltan bir uygulama geliştirimi,Ege Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Ekonometri = Econometrics ; Ekonomi = Economics
220044,ŞEBNEM KOLTAN YILMAZ,2008,Veri madenciliği: İstanbul Menkul Kıymetler Borsası örneği,Zonguldak Karaelmas Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics ; İşletme = Business Administration
229288,ÖZCAN ASİLKAN,2008,Veri madenciliği kullanılarak ikinci el otomobil pazarında fiyat tahmini,Akdeniz Üniversitesi,Türkçe,Doktora,İşletme = Business Administration
243607,SİNAN ÇETİNKAYA,2008,İstanbul\'daki binaların veri madenciliği yaklaşımıyla kümelenmesi,Yıldız Teknik Üniversitesi,Türkçe,Yüksek Lisans,Jeodezi ve Fotogrametri = Geodesy and Photogrammetry
232713,ÖZLEM EVRİM GÜNDOĞDU,2007,Veri madenciliğinde genetik algoritmalar,Kocaeli Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
